Date,Open,High,Low,Close,Adj Close,Volume
2019-08-27,178.320007,179.190002,176.940002,178.380005,172.228333,4022100
2019-08-28,176.990005,178.990005,176.029999,178.669998,172.508331,4401900
2019-08-29,180.399994,181.389999,179.309998,181.169998,174.922073,4679200
2019-08-30,181.990005,182.179993,179.669998,180.820007,174.584198,4061200
2019-09-03,180.520004,181.250000,179.100006,179.199997,173.020081,4644000
2019-09-04,180.899994,182.199997,180.050003,181.770004,175.501465,4154800
2019-09-05,183.729996,185.679993,183.380005,184.729996,178.359360,6386800
2019-09-06,184.740005,186.710007,184.550003,185.740005,179.334534,7990900
2019-09-09,186.919998,187.050003,179.509995,181.550003,175.289017,7290500
2019-09-10,179.410004,179.699997,173.809998,176.350006,170.268372,15255200
2019-09-11,177.399994,177.929993,174.449997,174.979996,168.945587,9113600
2019-09-12,176.850006,179.410004,176.679993,177.979996,171.842163,7748800
2019-09-13,178.649994,178.770004,176.020004,177.270004,171.156601,6103200
2019-09-16,176.169998,177.199997,175.509995,176.110001,170.036636,4253600
2019-09-17,176.830002,178.259995,175.039993,176.449997,170.364929,5924700
2019-09-18,177.089996,177.179993,172.830002,175.289993,169.244949,9542500
2019-09-19,176.199997,177.410004,175.610001,175.960007,169.891815,6964500
2019-09-20,177.399994,177.630005,173.949997,174.059998,168.057297,12820400
2019-09-23,172.899994,175.250000,172.789993,174.910004,168.878036,8803500
2019-09-24,176.110001,177.199997,173.399994,174.479996,168.462860,10039900
2019-09-25,173.800003,175.669998,172.389999,175.279999,169.235291,7797300
2019-09-26,175.649994,176.449997,174.610001,175.649994,169.592484,10419000
2019-09-27,176.699997,176.830002,172.360001,174.000000,167.999420,9212600
2019-09-30,174.169998,175.449997,172.009995,172.009995,166.077988,16464000
2019-10-01,173.020004,174.820007,172.820007,174.289993,168.279404,8146200
2019-10-02,172.639999,172.940002,168.589996,169.830002,163.973206,10596200
2019-10-03,169.910004,173.139999,168.630005,172.869995,166.908386,7242800
2019-10-04,174.679993,176.520004,174.440002,175.979996,169.911133,6027600
2019-10-07,174.660004,175.690002,173.800003,174.899994,168.868332,5248300
2019-10-08,173.570007,174.639999,171.880005,172.419998,166.473892,5336500
2019-10-09,174.110001,175.990005,173.639999,174.880005,168.849060,6277300
2019-10-10,173.889999,175.899994,173.589996,174.880005,168.849060,4762400
2019-10-11,176.869995,179.199997,176.850006,177.059998,170.953857,8754400
2019-10-14,177.380005,178.410004,177.110001,177.360001,171.243546,7240900
2019-10-15,178.130005,179.429993,177.550003,178.750000,172.585587,4400200
2019-10-16,177.919998,178.259995,176.270004,177.869995,171.735962,6509000
2019-10-17,178.889999,179.190002,177.500000,177.940002,171.803558,4887900
2019-10-18,177.899994,178.199997,174.550003,175.710007,169.650452,6311900
2019-10-21,176.000000,176.729996,174.610001,176.429993,170.345581,4898200
2019-10-22,177.000000,177.789993,170.779999,170.860001,164.967667,10094700
2019-10-23,170.990005,172.169998,170.179993,171.320007,165.411804,7122300
2019-10-24,173.419998,176.869995,173.399994,176.160004,170.084915,7872600
2019-10-25,174.929993,179.149994,173.500000,177.850006,171.716629,10130100
2019-10-28,178.929993,180.179993,178.350006,179.839996,173.637985,10086500
2019-10-29,179.800003,180.000000,177.369995,177.630005,171.504242,7572800
2019-10-30,177.789993,179.419998,176.389999,179.250000,173.068344,5374800
2019-10-31,179.250000,179.699997,178.009995,178.860001,172.691803,6830800
2019-11-01,180.130005,181.320007,179.559998,180.929993,174.690414,7000200
2019-11-04,182.080002,182.399994,178.809998,178.949997,172.778671,7154800
2019-11-05,179.070007,179.559998,175.179993,176.369995,170.287674,7447500
2019-11-06,176.369995,178.190002,176.139999,176.770004,170.673874,6992500
2019-11-07,177.350006,180.649994,176.850006,178.429993,172.276611,7227200
2019-11-08,178.380005,179.449997,177.800003,178.970001,172.798035,3894100
2019-11-11,178.500000,180.360001,178.199997,179.539993,173.348343,3617300
2019-11-12,179.940002,181.059998,178.880005,179.740005,173.541458,6118700
2019-11-13,179.399994,180.880005,177.899994,179.410004,173.222839,6138300
2019-11-14,179.000000,179.770004,178.059998,179.750000,173.841766,9811000
2019-11-15,180.029999,180.679993,179.080002,179.770004,173.861145,7808800
2019-11-18,179.570007,180.320007,178.979996,179.660004,173.754791,7173700
2019-11-19,180.389999,182.979996,180.199997,182.770004,176.762512,8549900
2019-11-20,182.309998,183.220001,180.350006,181.660004,175.689026,6040500
2019-11-21,181.169998,181.809998,179.320007,179.889999,173.977188,5112200
2019-11-22,180.130005,180.470001,178.350006,179.470001,173.571014,6865600
2019-11-25,180.399994,181.350006,180.110001,180.970001,175.021713,5457800
2019-11-26,181.460007,182.919998,181.210007,182.550003,176.549759,7079000
2019-11-27,183.000000,184.539993,182.259995,184.369995,178.309982,11452700
2019-11-29,183.929993,184.850006,183.360001,184.509995,178.445328,3139100
2019-12-02,184.240005,184.369995,179.869995,181.789993,175.814713,6883200
2019-12-03,179.899994,182.139999,179.660004,181.899994,175.921143,4543300
2019-12-04,182.660004,182.660004,180.470001,180.600006,174.663879,10650400
2019-12-05,181.250000,182.029999,180.070007,181.889999,175.911469,4638600
2019-12-06,182.740005,183.279999,181.339996,182.169998,176.182220,14526700
2019-12-09,181.899994,183.259995,181.300003,182.919998,176.907623,10233100
2019-12-10,182.550003,183.149994,181.899994,182.259995,176.269302,8625700
2019-12-11,183.070007,183.080002,181.190002,182.009995,176.027466,7138800
2019-12-12,181.660004,183.330002,180.830002,182.639999,176.636795,11192100
2019-12-13,182.500000,185.520004,182.039993,185.139999,179.054657,8558100
2019-12-16,186.330002,186.820007,185.770004,186.240005,180.118484,8249900
2019-12-17,186.500000,186.779999,184.100006,185.520004,179.422150,10208700
2019-12-18,185.520004,186.440002,184.899994,184.899994,178.822525,8968500
2019-12-19,184.500000,186.580002,184.500000,186.539993,180.408615,5854200
2019-12-20,187.600006,188.169998,186.300003,188.000000,181.820618,11259500
2019-12-23,188.149994,188.410004,187.000000,187.080002,180.930862,5831700
2019-12-24,187.100006,188.020004,186.910004,187.570007,181.404739,2420900
2019-12-26,187.889999,189.179993,187.699997,189.160004,182.942459,5237000
2019-12-27,189.740005,189.889999,188.470001,189.389999,183.164917,5448600
2019-12-30,189.309998,189.479996,187.119995,187.830002,181.656189,4833600
2019-12-31,187.059998,188.000000,186.539993,187.899994,181.723907,5273000
2020-01-02,189.000000,191.139999,188.720001,191.119995,184.838089,8733000
2020-01-03,188.410004,190.960007,187.919998,189.600006,183.368057,4899700
2020-01-06,188.000000,189.210007,187.160004,189.190002,182.971512,10109500
2020-01-07,189.589996,190.100006,188.600006,188.690002,182.487961,4392300
2020-01-08,189.490005,192.500000,188.800003,191.919998,185.611786,5712000
2020-01-09,193.000000,193.919998,192.520004,193.250000,186.898056,6748000
2020-01-10,193.500000,194.570007,193.110001,193.770004,187.400986,6586400
2020-01-13,194.440002,195.600006,194.279999,195.330002,188.909714,11290500
2020-01-14,196.740005,196.949997,195.139999,196.050003,189.606079,6236500
2020-01-15,197.000000,200.149994,196.320007,199.800003,193.232788,10831100
2020-01-16,201.000000,201.500000,199.779999,200.949997,194.344986,9983700
2020-01-17,201.759995,204.750000,199.979996,204.699997,197.971725,12518900
2020-01-21,204.130005,208.389999,203.800003,207.289993,200.476608,14861700
2020-01-22,207.509995,210.130005,207.289993,207.899994,201.066544,8065000
2020-01-23,207.899994,208.399994,205.300003,206.520004,199.731918,8520800
2020-01-24,207.419998,207.990005,204.210007,205.000000,198.261856,7812900
2020-01-27,200.000000,203.330002,199.100006,201.690002,195.060669,7198900
2020-01-28,202.389999,203.839996,201.779999,202.850006,196.182541,7215700
2020-01-29,204.300003,205.919998,202.509995,204.860001,198.126495,7041700
2020-01-30,204.000000,208.500000,203.320007,208.210007,201.366364,8571900
2020-01-31,201.490005,203.979996,198.259995,198.970001,192.430038,16699600
2020-02-03,199.940002,202.259995,199.850006,200.809998,194.209564,10885900
2020-02-04,203.500000,204.919998,202.229996,203.559998,196.869171,10205900
2020-02-05,205.500000,205.600006,199.949997,202.809998,196.143784,8672400
2020-02-06,203.050003,204.630005,202.479996,203.039993,196.366287,7001200
2020-02-07,201.979996,203.830002,201.089996,202.740005,196.076126,5691100
2020-02-10,201.970001,206.130005,201.860001,205.990005,199.219284,6239500
2020-02-11,207.500000,207.669998,203.639999,203.940002,197.236664,10231900
2020-02-12,205.000000,208.149994,205.000000,207.440002,200.621674,7355800
2020-02-13,206.619995,208.470001,206.050003,207.399994,200.873459,9495300
2020-02-14,208.289993,210.779999,208.009995,210.289993,203.672516,6548800
2020-02-18,210.000000,211.500000,209.360001,211.199997,204.553879,7651500
2020-02-19,212.520004,214.169998,211.720001,213.309998,206.597488,5927500
2020-02-20,212.130005,213.690002,208.279999,211.449997,204.796005,8531900
2020-02-21,209.899994,210.220001,207.419998,208.809998,202.239075,9231500
