Date,Open,High,Low,Close,Adj Close,Volume
2019-08-27,200.330002,200.860001,196.500000,198.070007,175.072845,1513300
2019-08-28,196.570007,201.470001,196.250000,200.419998,177.150024,1437800
2019-08-29,201.360001,204.369995,201.360001,203.440002,180.947891,1816800
2019-08-30,204.850006,205.210007,203.009995,203.910004,181.365982,1529600
2019-09-03,201.100006,201.610001,196.580002,198.970001,176.972092,2633600
2019-09-04,201.490005,202.100006,200.050003,201.729996,179.426926,1720600
2019-09-05,205.270004,208.929993,205.039993,207.050003,184.158798,2237900
2019-09-06,207.059998,208.250000,205.570007,207.210007,184.301102,1438800
2019-09-09,209.220001,213.880005,208.440002,211.979996,188.543747,2734500
2019-09-10,213.500000,217.089996,213.220001,215.630005,191.790192,2615800
2019-09-11,215.210007,216.850006,213.360001,216.800003,192.830841,1886300
2019-09-12,216.380005,220.759995,215.149994,218.740005,194.556366,2913800
2019-09-13,220.350006,221.500000,219.199997,219.899994,195.588120,2722400
2019-09-16,217.820007,219.330002,216.320007,217.220001,193.204391,2205500
2019-09-17,215.800003,216.139999,212.539993,215.910004,192.039230,2429100
2019-09-18,214.830002,217.889999,213.300003,217.080002,193.079910,2474900
2019-09-19,217.580002,217.929993,215.059998,215.229996,191.434372,1596200
2019-09-20,214.660004,216.679993,213.630005,213.740005,190.109146,5458900
2019-09-23,212.850006,214.110001,211.559998,213.460007,189.860123,1485500
2019-09-24,214.039993,214.199997,206.800003,207.750000,184.781372,2837600
2019-09-25,207.960007,211.089996,207.449997,210.029999,186.809357,1593400
2019-09-26,209.050003,209.970001,208.110001,208.220001,185.199448,1685500
2019-09-27,209.850006,210.550003,208.089996,208.970001,185.866516,1530900
2019-09-30,209.710007,209.710007,206.830002,207.229996,184.318909,1794500
2019-10-01,207.009995,209.380005,202.610001,202.690002,180.280853,3156200
2019-10-02,201.690002,201.880005,197.600006,198.250000,176.331696,3386800
2019-10-03,197.610001,198.369995,193.990005,197.240005,175.433380,2914500
2019-10-04,196.990005,201.229996,196.039993,200.800003,178.599792,3021100
2019-10-07,200.789993,202.529999,199.470001,200.399994,178.243973,2202200
2019-10-08,197.600006,198.949997,195.919998,197.369995,175.549011,2654900
2019-10-09,198.190002,198.979996,196.679993,196.850006,175.086487,2443500
2019-10-10,197.589996,201.320007,197.539993,199.869995,177.772598,2108000
2019-10-11,203.720001,207.289993,203.720001,204.679993,182.050812,3334300
2019-10-14,203.830002,206.169998,202.919998,205.820007,183.064789,2286100
2019-10-15,202.000000,208.240005,198.610001,206.460007,183.634018,8241900
2019-10-16,206.169998,208.619995,206.100006,207.419998,184.487900,3405800
2019-10-17,208.289993,208.929993,204.389999,206.460007,183.634018,2876500
2019-10-18,204.990005,208.059998,204.990005,206.520004,183.687408,2207000
