Date,Open,High,Low,Close,Adj Close,Volume
2019-08-27,82.629997,83.180000,82.000000,82.029999,77.783287,3842500
2019-08-28,81.900002,83.589996,81.720001,83.480003,79.158203,4123700
2019-08-29,84.220001,85.769997,84.169998,85.379997,80.959839,5101900
2019-08-30,85.699997,85.989998,84.410004,84.500000,80.332420,5235400
2019-09-03,84.000000,84.830002,83.620003,84.669998,80.494011,6360800
2019-09-04,85.580002,86.500000,85.500000,86.349998,82.091156,4151200
2019-09-05,87.279999,88.620003,87.279999,88.419998,84.059059,6328400
2019-09-06,88.400002,88.980003,88.019997,88.690002,84.315742,3625300
2019-09-09,88.940002,89.349998,88.419998,88.669998,84.296715,4282400
2019-09-10,88.260002,88.629997,86.290001,86.830002,82.547485,7072400
2019-09-11,86.959999,87.250000,85.870003,86.750000,82.471436,4623300
2019-09-12,87.099998,88.070000,86.220001,87.669998,83.346054,4057500
2019-09-13,88.250000,88.790001,87.300003,87.320000,83.013321,5894700
2019-09-16,87.089996,87.820000,86.669998,87.269997,82.965790,4171700
2019-09-17,86.769997,87.639999,86.470001,87.589996,83.270004,3248400
2019-09-18,87.650002,88.400002,87.209999,88.080002,83.735840,4722200
2019-09-19,88.400002,88.720001,87.510002,87.699997,83.374588,4231200
2019-09-20,88.000000,88.489998,86.669998,86.680000,82.404892,6991100
2019-09-23,86.980003,88.019997,86.800003,87.690002,83.365067,4790000
2019-09-24,88.449997,88.690002,86.760002,87.180000,82.880226,10202900
2019-09-25,91.779999,92.790001,90.150002,90.809998,86.331177,25330700
2019-09-26,91.620003,92.449997,90.250000,92.169998,87.624123,10408300
2019-09-27,91.849998,92.860001,91.599998,92.309998,87.757179,6420500
2019-09-30,92.529999,94.080002,92.500000,93.919998,89.287781,7401200
2019-10-01,94.129997,94.750000,92.059998,92.279999,87.728668,8464900
2019-10-02,91.470001,91.839996,90.570000,91.489998,86.977654,6933900
2019-10-03,91.309998,92.320000,90.349998,92.220001,87.671669,5762300
2019-10-04,92.220001,93.169998,91.930000,93.070000,88.479713,4551400
2019-10-07,92.500000,93.919998,92.400002,93.169998,88.574783,4975400
2019-10-08,90.449997,92.709999,90.410004,91.750000,87.224823,6916800
2019-10-09,92.410004,93.050003,91.820000,92.519997,87.956848,5115900
2019-10-10,93.500000,93.500000,92.720001,93.000000,88.413185,5794100
2019-10-11,94.000000,94.570000,93.559998,93.879997,89.249763,6220100
2019-10-14,94.199997,95.250000,94.050003,94.879997,90.200447,4636000
2019-10-15,95.000000,95.180000,94.120003,94.790001,90.114891,4292500
2019-10-16,94.089996,95.139999,94.070000,94.879997,90.200447,4883300
2019-10-17,95.570000,95.889999,94.970001,95.559998,90.846909,3427400
2019-10-18,94.809998,96.459999,94.800003,96.099998,91.360275,6209200
2019-10-21,96.610001,96.870003,95.419998,96.220001,91.474358,5185800
2019-10-22,96.059998,96.830002,95.519997,95.599998,90.884941,5470100
2019-10-23,95.029999,95.540001,92.120003,92.320000,87.766724,11933600
2019-10-24,92.680000,92.870003,90.989998,91.500000,86.987152,12085800
2019-10-25,91.440002,91.830002,90.750000,90.919998,86.435760,8147200
2019-10-28,91.059998,91.300003,90.169998,90.849998,86.369209,10304700
2019-10-29,90.849998,90.919998,89.129997,89.279999,84.876640,9044700
2019-10-30,89.449997,90.269997,89.349998,90.190002,85.741783,8127500
2019-10-31,90.000000,90.410004,88.940002,89.550003,85.133331,6752000
2019-11-01,90.180000,90.529999,89.000000,89.180000,84.781578,5263600
2019-11-04,90.129997,90.559998,89.320000,89.860001,85.428040,8161200
2019-11-05,90.150002,90.339996,89.540001,89.879997,85.447060,5589700
2019-11-06,90.639999,90.720001,88.739998,89.480003,85.066788,7033800
2019-11-07,90.470001,90.599998,89.769997,90.400002,85.941414,7110000
2019-11-08,90.279999,90.349998,89.290001,89.809998,85.380508,4555400
2019-11-11,89.370003,90.099998,89.370003,90.050003,85.608681,3247300
2019-11-12,90.309998,92.029999,89.489998,89.500000,85.085800,3979600
2019-11-13,89.730003,91.550003,89.570000,91.290001,86.787514,5923600
2019-11-14,91.489998,91.959999,90.720001,91.269997,86.768494,6035300
2019-11-15,92.139999,93.559998,91.959999,93.040001,88.451195,6785500
2019-11-18,93.500000,94.260002,92.910004,94.180000,89.534981,6165600
2019-11-19,94.610001,95.120003,93.059998,93.610001,88.993095,5368400
2019-11-20,94.110001,94.400002,92.769997,93.050003,88.460701,6235400
2019-11-21,92.620003,93.300003,92.070000,92.160004,87.614609,5493100
2019-11-22,92.209999,93.349998,91.930000,93.339996,88.736397,4264400
2019-11-25,93.779999,93.970001,92.739998,92.900002,88.318108,5419700
2019-11-26,93.379997,93.629997,93.019997,93.330002,88.726906,5907400
2019-11-27,93.500000,94.379997,93.500000,94.139999,89.496956,4017400
2019-11-29,94.370003,94.610001,93.389999,93.489998,89.110924,2541800
2019-12-02,94.089996,94.279999,92.980003,93.559998,89.177666,3892000
2019-12-03,92.480003,92.550003,91.309998,92.459999,88.129166,5570700
2019-12-04,92.809998,93.790001,92.730003,93.720001,89.330154,4456400
2019-12-05,95.879997,95.949997,94.680000,95.790001,91.303185,6946000
2019-12-06,96.559998,97.309998,96.379997,97.000000,92.456512,6368500
2019-12-09,97.019997,97.629997,96.160004,96.629997,92.103836,6517800
2019-12-10,96.760002,97.589996,96.629997,97.010002,92.466057,4234300
2019-12-11,96.900002,97.320000,96.650002,97.180000,92.628082,4319700
2019-12-12,97.320000,98.180000,96.900002,97.720001,93.142799,4762800
2019-12-13,97.430000,98.290001,96.910004,97.769997,93.190437,5247600
2019-12-16,98.139999,99.339996,98.059998,98.809998,94.181725,8211300
2019-12-17,99.379997,100.169998,99.050003,99.650002,94.982384,7050700
2019-12-18,100.199997,100.790001,99.580002,100.570000,95.859306,7332000
2019-12-19,100.500000,101.269997,99.629997,101.150002,96.412132,12214500
2019-12-20,101.000000,101.400002,98.849998,99.959999,95.277870,17641600
2019-12-23,100.230003,100.690002,99.550003,100.040001,95.354126,6350500
2019-12-24,99.830002,100.660004,99.760002,100.139999,95.449432,3328100
2019-12-26,100.339996,100.750000,100.110001,100.709999,95.992744,3709900
2019-12-27,101.000000,101.790001,100.989998,101.570000,96.812469,5307500
2019-12-30,101.540001,101.610001,100.459999,100.800003,96.078522,3495200
2019-12-31,100.580002,101.389999,100.510002,101.309998,96.564629,3213600
2020-01-02,101.360001,102.209999,101.019997,102.199997,97.412941,5644100
2020-01-03,100.589996,102.000000,100.309998,101.919998,97.146049,4541800
2020-01-06,100.949997,101.839996,100.870003,101.830002,97.060287,4612400
2020-01-07,101.809998,102.739998,100.809998,101.779999,97.012619,6719900
2020-01-08,101.309998,102.139999,100.849998,101.550003,96.793388,4942200
2020-01-09,101.940002,102.410004,101.389999,101.480003,96.726677,5007500
2020-01-10,101.889999,101.930000,100.760002,100.900002,96.173836,5135300
2020-01-13,101.000000,102.339996,100.820000,102.160004,97.374817,6722400
2020-01-14,102.449997,103.889999,102.349998,102.919998,98.099228,5088500
2020-01-15,103.250000,103.699997,102.480003,102.790001,97.975319,4209200
2020-01-16,102.879997,103.570000,102.849998,103.370003,98.528145,6571700
2020-01-17,103.430000,104.550003,103.339996,104.529999,99.633812,6271200
2020-01-21,104.250000,104.690002,103.809998,104.580002,99.681473,4854700
2020-01-22,105.000000,105.620003,104.419998,104.489998,99.595680,5031400
2020-01-23,104.029999,104.370003,102.620003,103.019997,98.194511,7102900
2020-01-24,103.589996,103.889999,101.660004,102.029999,97.250916,3839300
2020-01-27,98.209999,100.709999,98.010002,100.239998,95.544762,9841400
2020-01-28,100.339996,101.050003,99.519997,100.410004,95.706779,5673200
2020-01-29,101.070000,101.300003,99.169998,99.839996,95.163490,4503700
2020-01-30,99.019997,99.750000,97.370003,98.190002,93.590775,7065100
2020-01-31,98.110001,98.449997,95.919998,96.300003,91.789299,8780300
2020-02-03,99.000000,100.919998,98.570000,99.269997,94.620178,9727000
2020-02-04,101.910004,102.779999,101.260002,101.379997,96.631363,6559600
2020-02-05,101.760002,101.970001,99.529999,100.540001,95.830696,6108300
2020-02-06,100.900002,101.529999,100.160004,100.269997,95.573349,5641800
2020-02-07,99.809998,100.400002,98.970001,99.440002,94.782242,4121800
2020-02-10,99.220001,100.510002,99.000000,100.019997,95.335075,4213900
2020-02-11,100.070000,100.349998,99.440002,100.019997,95.335075,4871800
2020-02-12,100.739998,103.080002,100.440002,103.000000,98.175476,8075600
2020-02-13,102.510002,103.739998,101.680000,103.370003,98.528145,5386800
2020-02-14,103.529999,103.889999,102.449997,103.540001,98.690170,4305300
2020-02-18,103.000000,103.379997,101.610001,102.000000,97.222321,4916200
2020-02-19,102.660004,103.389999,102.430000,102.459999,97.660767,6200500
2020-02-20,102.459999,102.629997,100.550003,102.529999,97.727501,6427600
2020-02-21,102.000000,102.080002,99.629997,100.250000,95.554298,5750900
2020-02-24,95.540001,97.070000,95.250000,95.910004,91.417572,8364200
2020-02-25,96.349998,96.760002,92.620003,92.900002,88.548553,9602100
2020-02-26,93.080002,94.650002,91.989998,92.000000,87.690704,9308400
2020-02-27,90.000000,93.059998,88.500000,88.550003,84.402321,12825700
2020-02-28,86.029999,89.470001,85.150002,89.379997,85.429787,16552400
2020-03-02,89.599998,93.139999,87.910004,92.680000,88.583961,14102000
2020-03-03,92.739998,94.980003,90.570000,90.930000,86.911285,14767600
2020-03-04,92.080002,93.820000,90.839996,93.790001,89.644913,6904400
2020-03-05,91.260002,91.680000,89.940002,90.580002,86.576759,8851100
2020-03-06,88.360001,89.389999,85.879997,88.360001,84.454872,12336400
2020-03-09,81.889999,86.739998,80.919998,84.110001,80.392731,13272700
2020-03-10,86.690002,88.400002,82.879997,88.300003,84.397537,12755900
2020-03-11,84.000000,84.629997,82.070000,84.000000,80.287582,16172000
2020-03-12,78.230003,78.489998,73.000000,74.199997,70.920692,21534800
2020-03-13,78.199997,78.199997,71.760002,75.580002,72.239708,21859600
2020-03-16,65.279999,72.970001,63.369999,66.790001,63.838188,17976700
2020-03-17,67.510002,73.330002,62.400002,69.839996,66.753380,17122100
2020-03-18,64.790001,68.330002,60.000000,68.040001,65.032944,19498800
2020-03-19,67.040001,72.709999,64.150002,70.339996,67.231270,16177200
2020-03-20,71.510002,74.059998,67.199997,67.449997,64.469002,15761900
2020-03-23,65.000000,66.879997,60.580002,62.799999,60.024517,17690000
2020-03-24,65.699997,72.660004,64.000000,72.330002,69.133339,18849500
2020-03-25,80.110001,83.489998,76.199997,79.010002,75.518120,27053200
2020-03-26,80.169998,86.860001,80.010002,84.300003,80.574318,17200800
2020-03-27,81.699997,85.739998,79.510002,83.230003,79.551598,14183400
2020-03-30,84.000000,85.959999,81.500000,85.379997,81.606575,10960100
2020-03-31,85.129997,85.730003,82.400002,82.739998,79.083252,9610100
2020-04-01,79.489998,81.180000,78.529999,79.230003,75.728378,9771300
2020-04-02,79.000000,81.599998,77.160004,80.139999,76.598160,12731300
2020-04-03,79.360001,79.790001,77.910004,78.860001,75.374748,8476900
2020-04-06,81.910004,85.040001,81.209999,84.629997,80.889725,11266500
2020-04-07,88.699997,88.870003,84.029999,84.160004,80.440498,10468100
2020-04-08,84.699997,85.769997,83.610001,85.300003,81.530121,6642700
2020-04-09,86.690002,87.389999,85.160004,86.790001,82.954277,7773600
2020-04-13,85.800003,85.989998,84.139999,84.459999,80.727249,5077600
2020-04-14,85.949997,87.769997,85.480003,87.470001,83.604195,6397200
2020-04-15,84.870003,85.879997,83.709999,85.040001,81.281616,8053900
2020-04-16,85.430000,86.529999,84.550003,86.300003,82.485916,9373800
2020-04-17,89.000000,90.250000,88.360001,89.910004,85.936386,8111400
2020-04-20,88.430000,89.440002,87.519997,87.900002,84.015221,7244400
2020-04-21,85.989998,86.900002,85.089996,85.199997,81.434525,6597000
2020-04-22,86.980003,89.440002,86.419998,88.769997,84.846764,6463000
2020-04-23,88.940002,89.529999,87.260002,87.349998,83.489525,5343500
2020-04-24,88.889999,89.120003,87.650002,88.370003,84.464439,4450100
2020-04-27,88.379997,89.870003,87.309998,89.370003,85.420258,6875100
2020-04-28,90.550003,90.709999,88.629997,88.800003,84.875443,5145400
2020-04-29,90.000000,91.389999,87.830002,88.070000,84.177696,9461400
2020-04-30,87.000000,88.000000,86.510002,87.180000,83.327026,9371400
2020-05-01,85.669998,86.110001,84.809998,85.540001,81.759506,6151200
2020-05-04,84.680000,85.800003,84.309998,85.750000,81.960251,6348900
2020-05-05,86.540001,88.529999,86.029999,87.199997,83.346146,6321500
2020-05-06,88.050003,88.690002,87.430000,88.440002,84.531342,7342300
2020-05-07,89.400002,90.239998,88.379997,88.559998,84.646049,4565900
